"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
10236,"white","hatchback",1000,"kd5k5tk",1989,11,0,0,"new","Subaru","Justy","petrol",0,5,"unknown","Japan",0,"None","","10 gl","Stratford District","",0,"passenger car/van","private passenger",1989
10237,"blue","saloon",5000,"6h8unli",1989,11,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","New Zealand",0,"None","","v8","Auckland","",0,"passenger car/van","private passenger",1989
10238,"green","saloon",3296,"8569ldz",1984,6,0,0,"new","Holden","Commodore","diesel",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1984
10239,"green","saloon",2786,"d15586s",1965,11,0,0,"new","Ford","Falcon","petrol",0,5,"unknown","Not Known",0,"None","","","Rangitikei District","",0,"passenger car/van","private passenger",1965
10240,"white","caravan",0,"",2008,10,0,0,"new","Caravan","Trailmanor","",2,0,"imported built-up","United States",0,"None","","","Tasman District","",0,"trailer/caravan","other",2008
10241,"brown","saloon",3310,"8l35le2",1985,3,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Not Known",0,"None","","","Timaru District","",0,"passenger car/van","private passenger",1985
10242,"brown","saloon",2000,"",1984,7,0,0,"new","Lancia","Hpe","petrol",0,5,"unknown","Not Known",0,"None","","","Wellington City","",0,"passenger car/van","private passenger",1984
10243,"blue","station wagon",1790,"w0l0tgf",2008,4,1535,0,"used","Opel","Astra","petrol",2,5,"imported built-up","Germany",0,"Japan","","1.8 16v","Lower Hutt City","",0,"passenger car/van","private passenger",2002
10244,"white","station wagon",1490,"nze121-",2010,5,1355,0,"used","Toyota","Corolla","petrol",0,5,"imported built-up","Japan",0,"Japan","","allex","Stratford District","",0,"passenger car/van","private passenger",2001
10245,"silver","hatchback",1340,"dy3w-33",2010,4,1355,0,"used","Mazda","Demio","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2005
10246,"blue","saloon",2261,"",2009,8,2165,0,"new","Ford","Mondeo","petrol",2,5,"imported built-up","Belgium",118,"None","","2.3 sedan aut","Christchurch City","6-gear auto",0,"passenger car/van","private passenger",2009
10247,"green","station wagon",1830,"n61w-01",2008,2,1600,0,"used","Mitsubishi","Rvr","petrol",0,4,"imported built-up","Japan",0,"Japan","","super exeed","Christchurch City","",0,"passenger car/van","private passenger",1999
10248,"silver","saloon",1490,"fn15-45",2009,1,1355,0,"used","Nissan","Pulsar","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Invercargill City","",0,"passenger car/van","private passenger",1997
10249,"white","domestic trailer",0,"nz10001",2001,6,0,0,"new","Trailer","Homebuilt","",2,0,"nz assembled/built","New Zealand",0,"None","","","South Wairarapa District","",0,"trailer/caravan","other goods",2001
10250,"silver","hatchback",1295,"ee90901",1989,2,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","","Timaru District","",0,"passenger car/van","private passenger",1989
10251,"silver","domestic trailer",0,"",1997,11,0,0,"new","Kea","Trailer 74se","",2,0,"nz assembled/built","New Zealand",0,"None","","","Kawerau District","",0,"trailer/caravan","other",1997
10252,"green","convertible",3952,"",2001,12,0,0,"used","Tvr","Chimaera","petrol",0,2,"imported built-up","United Kingdom",0,"United Kingdom","","400","Christchurch City","",0,"passenger car/van","private passenger",1995
10253,"grey","station wagon",1587,"ae92800",1990,3,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1990
10254,"red","sports car",1840,"",1990,8,0,0,"new","Mazda","Astina","petrol",0,5,"unknown","Japan",0,"None","","323  gt","Christchurch City","",0,"passenger car/van","private passenger",1990
10255,"blue","saloon",2000,"bbecnu7",1973,4,0,0,"new","Ford","Capri","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1973
10256,"pink","hatchback",1392,"fun13b6",1991,4,0,0,"new","Nissan","Sentra","petrol",0,5,"unknown","Japan",0,"None","","","Opotiki District","",0,"passenger car/van","private passenger",1991
10257,"red","hatchback",1295,"ee90907",1992,12,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","h/b auto","Southland District","",0,"passenger car/van","private passenger",1992
10258,"silver","saloon",2354,"",2008,12,2090,0,"new","Honda","Accord","petrol",2,5,"nz assembled/built","Japan",148,"None","","euro s","Western Bay Of Plenty District","5-gear auto",0,"passenger car/van","private passenger",2008
10259,"silver","station wagon",1990,"wtp12-0",2008,6,1635,0,"used","Nissan","Primera","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2003
10260,"blue","station wagon",1596,"",2009,5,1845,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",74,"None","","wag 1.6 auto","Auckland","4-gear auto",0,"passenger car/van","private passenger",2009
10261,"white","hatchback",1372,"",2011,7,0,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",70,"None","","ltda 1.4 5dr","Waitaki District","5-gear manual",0,"passenger car/van","private passenger",2011
10262,"silver","hatchback",1372,"",2011,8,0,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",70,"None","","ltda 1.4 5dr","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2011
10263,"brown","saloon",1545,"tj910a6",1983,4,0,0,"new","Datsun","Bluebird","petrol",0,5,"unknown","Not Known",0,"None","","","Stratford District","",0,"passenger car/van","private passenger",1983
10264,"black","saloon",4248,"63v1100",1963,3,0,0,"new","Studebaker","Hawk","petrol",0,5,"unknown","Not Known",0,"None","","","Invercargill City","",0,"passenger car/van","private passenger",1963
10265,"silver","sports car",2200,"sa22c66",1983,1,0,0,"new","Mazda","Rx7","petrol",0,5,"unknown","Not Known",0,"None","","","Gisborne District","",0,"passenger car/van","private passenger",1982
10266,"white","station wagon",1270,"wb11b03",1984,6,0,0,"new","Nissan","Sunny","petrol",0,5,"unknown","Not Known",0,"None","","","Ashburton District","",0,"passenger car/van","private passenger",1984
10267,"grey","saloon",2498,"pa32-05",2002,8,0,0,"used","Nissan","Cefiro","petrol",0,5,"imported built-up","Japan",0,"Japan","","excimo","Tauranga City","",0,"passenger car/van","private passenger",1996
10268,"grey","station wagon",1790,"",2009,4,1535,0,"used","Opel","Astra","petrol",2,5,"imported built-up","Germany",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
10269,"grey","domestic trailer",0,"145115",2001,7,0,0,"new","Trailer","Briford","",2,0,"nz assembled/built","New Zealand",0,"None","","","Marlborough District","",0,"trailer/caravan","other goods",2001
10270,"green","domestic trailer",0,"",2011,10,2000,0,"new","Trailer","Bri-inn","",2,0,"nz assembled/built","New Zealand",0,"None","","","Westland District","",0,"trailer/caravan","other goods",2011
10271,"blue","station wagon",1968,"",2012,1,2100,0,"new","Skoda","Yeti","diesel",0,5,"imported built-up","Czech Republic",103,"None","","tdi 4x4 dsg","Nelson City","7-gear auto",0,"passenger car/van","private passenger",2012
10272,"white","utility",2982,"",2009,3,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 5m","Hastings District","5-gear manual",0,"goods van/truck/utility","private passenger",2009
10273,"grey","domestic trailer",0,"9943860",1999,6,0,0,"new","Briford","7 X 4","",2,0,"nz assembled/built","New Zealand",0,"None","","","Queenstown-lakes District","",0,"trailer/caravan","other goods",1999
10274,"red","station wagon",3000,"8l356mh",1989,2,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1988
10275,"white","saloon",3800,"ig3hy54",1989,1,0,0,"new","Oldsmobile","Delta 88 Royale","petrol",0,5,"unknown","United States",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1988
10276,"blue","domestic trailer",0,"",1999,11,0,0,"new","Trailer","Store Built","",2,0,"nz assembled/built","New Zealand",0,"None","","","Kapiti Coast District","",0,"trailer/caravan","other goods",1975
10277,"gold","saloon",1998,"st171-9",1989,9,0,0,"new","Toyota","Corona","petrol",0,5,"unknown","Japan",0,"None","","glxi","Waitaki District","",0,"passenger car/van","private passenger",1989
10278,"silver","domestic trailer",0,"",1999,1,0,0,"new","Trailer","Raceway Tandem","",2,0,"nz assembled/built","New Zealand",0,"None","","","Marlborough District","",0,"trailer/caravan","other goods",1999
10279,"silver","boat trailer",0,"6806",2000,7,0,0,"new","Dmw","550 Buccaneer","",2,0,"nz assembled/built","New Zealand",0,"None","","","Tauranga City","",0,"trailer/caravan","other",2000
10280,"black","motorcycle",249,"",2006,2,0,0,"new","Suzuki","Gn250","petrol",0,0,"imported built-up","Japan",16,"None","","e","Hamilton City","",0,"motorcycle","private passenger",2006
10281,"red","hatchback",2500,"bf1031m",1987,1,0,0,"re-reg","Mazda","323","petrol",0,5,"imported built-up","Japan",0,"None","","hatch","Waimakariri District","",0,"passenger car/van","private passenger",1987
10282,"red","motorcycle",249,"",2005,8,0,0,"new","Suzuki","Gn250","petrol",0,0,"imported built-up","Japan",16,"None","","e","Lower Hutt City","",0,"motorcycle","private passenger",2005
10283,"silver","domestic trailer",0,"98383",1998,10,0,0,"new","Trailer","Prescott","",2,0,"nz assembled/built","New Zealand",0,"None","","","Tauranga City","",0,"trailer/caravan","other goods",1998
10284,"silver","saloon",2378,"",2007,2,0,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",113,"None","","2.4p vr-x sedan auto","Kapiti Coast District","4-gear auto",0,"passenger car/van","private passenger",2007
10285,"blue","saloon",3000,"",1939,12,0,0,"new","Ford","V8","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","other",1939
10286,"red","hatchback",1598,"saplly7",1990,3,0,0,"new","Ford","Laser","petrol",0,5,"unknown","Japan",0,"None","","gl","Selwyn District","",0,"passenger car/van","private passenger",1990
10287,"red","motorcycle",125,"cg125-1",1998,11,0,0,"new","Honda","Cg","petrol",0,0,"imported built-up","Japan",0,"None","","125p","Wellington City","",0,"motorcycle","private passenger",1998
10288,"blue","hatchback",1300,"bf1031m",1987,8,0,0,"new","Mazda","323","petrol",0,5,"unknown","Japan",0,"None","","lx","Christchurch City","",0,"passenger car/van","private passenger",1987
10289,"black","motorcycle",900,"sc01-21",1981,2,0,0,"re-reg","Honda","Cb","petrol",0,0,"imported built-up","Japan",0,"New Zealand","","900 f","Far North District","",0,"motorcycle","private passenger",1981
10290,"purple","saloon",1990,"st182-6",2001,4,0,0,"used","Toyota","Exiv","petrol",0,5,"imported built-up","Japan",0,"Japan","","2.0 fe","Auckland","",0,"passenger car/van","private passenger",1991
10291,"grey","boat trailer",0,"7719",2002,12,0,0,"new","Trailer","Voyager","",2,0,"nz assembled/built","New Zealand",0,"None","","","Rangitikei District","",0,"trailer/caravan","other goods",2002
10292,"cream","saloon",998,"ra25271",1965,12,0,0,"new","Riley","Elf","petrol",0,5,"unknown","Not Known",0,"None","","","Dunedin City","",0,"passenger car/van","private passenger",1965
10293,"green","saloon",1147,"3gb3752",1966,4,0,0,"new","Triumph","Herald","petrol",0,5,"unknown","Not Known",0,"None","","","Dunedin City","",0,"passenger car/van","private passenger",1966
10294,"black","motorcycle",1200,"",1994,3,0,0,"new","Kawasaki","Voyager","petrol",0,0,"unknown","Japan",0,"None","","","Invercargill City","",0,"motorcycle","private passenger",1993
10295,"green","sports car",3034,"596641",1967,6,0,0,"new","Essex","Car","petrol",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1927
10296,"silver","station wagon",2457,"",2002,11,0,0,"new","Subaru","Forester","petrol",2,5,"imported built-up","Japan",112,"None","","x 2.5 auto","Invercargill City","4-gear auto",0,"passenger car/van","private passenger",2002
10297,"blue","saloon",1231,"jhmfc14",1985,12,0,0,"new","Honda","City","petrol",0,5,"unknown","Japan",0,"None","","m","Christchurch City","",0,"passenger car/van","private passenger",1985
10298,"white","motorcycle",350,"",1966,1,0,0,"new","Triumph","3ta","petrol",0,0,"unknown","Not Known",0,"None","","","Wellington City","",0,"motorcycle","private passenger",1966
10299,"black","hatchback",1390,"",2010,9,1850,0,"new","Volkswagen","Golf","petrol",0,5,"imported built-up","Germany",90,"None","","tsi 90kw 7dsg","Auckland","7-gear auto",0,"passenger car/van","private passenger",2010
10300,"white","motorcycle",400,"nc08100",1985,7,0,0,"new","Honda","Cx400","petrol",0,0,"unknown","Not Known",0,"None","","","Whangarei District","",0,"motorcycle","private passenger",1985
10301,"red","hatchback",1999,"",2008,9,1687,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",109,"None","","sporthatch gsx 2.0 a","Waipa District","4-gear auto",0,"passenger car/van","private passenger",2008
10302,"blue","hatchback",1999,"",2008,8,1687,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",109,"None","","sporthatch gsx 2.0 a","Tauranga City","4-gear auto",0,"passenger car/van","private passenger",2008
10303,"grey","station wagon",2967,"",2010,12,3125,0,"new","Audi","Q7","diesel",0,7,"imported built-up","Germany",176,"None","","3.0 tdi q tiptronic","Auckland","8-gear auto",0,"passenger car/van","private passenger",2010
10304,"white","light van",2985,"lh162-0",2008,9,3035,0,"used","Toyota","Hiace","diesel",2,3,"imported built-up","Japan",0,"Japan","","","Whakatane District","",0,"goods van/truck/utility","private passenger",2000
10305,"red","hatchback",1372,"",2011,9,0,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",70,"None","","glxa 1.4 5dr","Manawatu District","4-gear auto",0,"passenger car/van","private passenger",2011
10306,"white","motorcycle",800,"6483200",1988,5,0,0,"new","Bmw","R80 Tic","petrol",0,0,"unknown","Germany",0,"None","","","South Taranaki District","",0,"motorcycle","private passenger",1988
10307,"silver","saloon",1500,"ma55414",1988,12,0,0,"new","Mitsubishi","Geneva","petrol",0,5,"unknown","Japan",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1988
10308,"grey","saloon",1829,"rj02591",1985,12,0,0,"new","Honda","Accord","petrol",0,5,"unknown","Japan",0,"None","","ex","Dunedin City","",0,"passenger car/van","private passenger",1985
10309,"blue","hatchback",1600,"",1990,3,0,0,"new","Honda","Concerto","petrol",0,5,"unknown","Japan",0,"None","","5dr man","Queenstown-lakes District","",0,"passenger car/van","private passenger",1990
10310,"blue","station wagon",2360,"",2008,5,0,0,"new","Mitsubishi","Outlander","petrol",0,5,"imported built-up","Japan",127,"None","","2.4p ls","Auckland","continuously variable",0,"passenger car/van","other goods",2008
10311,"blue","saloon",3310,"8g19kfz",1986,1,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","6 gts","Auckland","",0,"passenger car/van","private passenger",1986
10312,"pink","saloon",1988,"ql01120",1988,9,0,0,"new","Honda","Accord","petrol",0,5,"unknown","Japan",0,"None","","4dr lx","Tauranga City","",0,"passenger car/van","private passenger",1988
10313,"white","hatchback",1295,"ee90901",1988,10,0,0,"new","Toyota","Corolla","petrol",2,5,"unknown","Japan",0,"None","","","Waimate District","",0,"passenger car/van","private passenger",1988
10314,"silver","hatchback",1324,"sl682me",1989,3,0,0,"new","Holden","Barina","petrol",2,4,"unknown","Japan",0,"None","","5dr","Masterton District","",0,"passenger car/van","private passenger",1989
10315,"blue","hatchback",1300,"aa34520",1993,2,0,0,"new","Suzuki","Sf413 Gl","petrol",0,5,"unknown","Japan",0,"None","","","Gore District","",0,"passenger car/van","private passenger",1993
10316,"green","saloon",2156,"",1995,4,0,0,"new","Honda","Accord","petrol",2,0,"unknown","Japan",104,"None","","lxi manual","Far North District","",0,"passenger car/van","private passenger",1995
10317,"blue","hatchback",1794,"",2002,6,1630,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gl hatch5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2002
10318,"blue","saloon",2988,"",2000,10,1470,0,"new","Nissan","Maxima","petrol",2,5,"imported built-up","Japan",157,"None","","3.0 st auto","Horowhenua District","4-gear auto",0,"passenger car/van","private passenger",2000
10319,"red","station wagon",2362,"",2012,1,2100,0,"new","Toyota","Rav4","petrol",2,5,"imported built-up","Japan",125,"None","","2.4 4wd ltd wagon 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2012
10320,"blue","motorcycle",390,"vk53a-5",2013,6,0,0,"used","Suzuki","Sv400","petrol",2,0,"imported built-up","Japan",0,"Japan","","s","Auckland","",0,"motorcycle","private passenger",2007
10321,"red","station wagon",1290,"ncp20-0",2013,6,1315,0,"used","Toyota","Funcargo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2004
10322,"black","hatchback",1198,"",2013,6,1300,0,"new","Nissan","Micra","petrol",2,5,"imported built-up","India",56,"None","","ti","Auckland","6-gear auto",0,"passenger car/van","private passenger",2013
10323,"blue","station wagon",3378,"jtebn95",2002,10,2710,0,"re-reg","Toyota","Landcruiser","petrol",2,8,"imported built-up","Japan",132,"None","","prado vx","Far North District","4-gear auto",0,"passenger car/van","private passenger",2002
10324,"yellow","domestic trailer",0,"",2013,4,1000,0,"new","Homebuilt","Domestic Trailer","",2,0,"nz assembled/built","New Zealand",0,"None","","","Timaru District","",0,"trailer/caravan","other goods",2013
10325,"grey","domestic trailer",0,"",2010,12,0,0,"new","Trailer","Homemade","",2,0,"nz assembled/built","New Zealand",0,"None","","","Dunedin City","",0,"trailer/caravan","other goods",2010
10326,"white","caravan",0,"e70364",2005,4,0,0,"new","Jayco","18ft 5.5m","",2,0,"imported built-up","Australia",0,"None","","","Far North District","",0,"trailer/caravan","other goods",2004
10327,"silver","station wagon",2982,"kzn185-",2008,1,2185,0,"used","Toyota","Hilux","diesel",2,5,"imported built-up","Japan",0,"Japan","","surf","Taupo District","",0,"passenger car/van","private passenger",1999
10328,"grey","saloon",2995,"",2009,11,2305,0,"new","Audi","A6","petrol",0,5,"imported built-up","Germany",213,"None","","3.0t fsi quattro","Tauranga City","6-gear auto",0,"passenger car/van","private passenger",2009
10329,"red","saloon",3564,"",2010,10,0,0,"new","Holden","Commodore","petrol",2,5,"imported built-up","Australia",215,"None","","sv6 sedan at","Kapiti Coast District","6-gear auto",0,"passenger car/van","private passenger",2010
10330,"blue","saloon",4100,"j523fm5",1985,6,0,0,"new","Ford","Falcon","petrol",0,5,"unknown","Not Known",0,"None","","","Southland District","",0,"passenger car/van","private passenger",1985
10331,"cream","saloon",1500,"sankfp6",1985,7,0,0,"new","Ford","Laser","petrol",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1985
10332,"blue","domestic trailer",0,"",1999,10,0,0,"new","Trailer","Homebuilt","",2,0,"nz assembled/built","New Zealand",0,"None","","","Christchurch City","",0,"trailer/caravan","other",1999
10333,"silver","sports car",2764,"1070422",1978,1,0,0,"new","Mercedes-benz","280 Sl","petrol",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1978
10334,"grey","hatchback",1300,"fbn13a0",1987,7,0,0,"new","Nissan","Sentra","petrol",0,5,"unknown","Japan",0,"None","","1.3","Marlborough District","",0,"passenger car/van","private passenger",1987
10335,"grey","domestic trailer",0,"ind628r",2000,11,0,0,"new","Trailer","Shoreland'r R1824","",2,0,"nz assembled/built","New Zealand",0,"None","","","Queenstown-lakes District","",0,"trailer/caravan","other goods",2000
10336,"white","saloon",1587,"ae92902",1990,4,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","","Dunedin City","",0,"passenger car/van","private passenger",1990
10337,"grey","flat-deck trailer",0,"",1996,8,0,0,"new","Trailer","Hall Transporter","",2,0,"nz assembled/built","New Zealand",0,"None","","","Timaru District","",0,"trailer/caravan","other goods",1996
10338,"gold","saloon",3500,"rrfwv3c",1986,1,0,0,"new","Rover","3500 Vdp","petrol",0,5,"unknown","United Kingdom",0,"None","","","Tararua District","",0,"passenger car/van","private passenger",1986
10339,"white","hatchback",1300,"",1994,3,0,0,"new","Ford","Festiva","petrol",2,0,"unknown","South Korea",47,"None","","glxi","Palmerston North City","",0,"passenger car/van","private passenger",1994
10340,"black","motorcycle",750,"t14oepb",1991,10,0,0,"re-reg","Triumph","Bonneville","petrol",0,0,"imported built-up","United Kingdom",0,"United Kingdom","","","Masterton District","",0,"motorcycle","private passenger",1980
10341,"red","tractor",4200,"6071325",1990,6,0,0,"new","Custombuilt","Merlo Sm30","diesel",0,0,"unknown","Italy",0,"None","","","Auckland","",0,"tractor","other",1989
10342,"red","utility",2500,"",1990,4,2450,0,"new","Isuzu","4x2 Ute Crew","diesel",0,2,"unknown","Japan",0,"None","","","Hurunui District","",0,"goods van/truck/utility","other goods",1990
10343,"blue","saloon",1275,"xl2s1n8",1980,12,0,0,"new","Morris","Mini 1000","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1980
10344,"yellow","motorcycle",150,"5bd1459",1966,3,0,0,"new","Vespa","Scooter","petrol",0,0,"unknown","Not Known",0,"None","","","Tauranga City","",0,"motorcycle","private passenger",1966
10345,"blue","hatchback",1295,"",1995,8,0,0,"new","Toyota","Corolla","petrol",0,0,"unknown","Japan",57,"None","","hatch m","Christchurch City","",0,"passenger car/van","private passenger",1995
10346,"red","saloon",3791,"",1995,8,0,0,"new","Holden","Acclaim Sedan A","petrol",0,0,"unknown","Australia",130,"None","","","Western Bay Of Plenty District","",0,"passenger car/van","private passenger",1995
10347,"gold","saloon",2988,"",2001,10,0,0,"new","Nissan","Maxima","petrol",2,5,"imported built-up","Japan",157,"None","","3.0 si auto","Lower Hutt City","4-gear auto",0,"passenger car/van","private passenger",2001
10348,"white","saloon",2962,"6f4scfr",1991,2,0,0,"new","Nissan","Skyline","petrol",0,5,"unknown","Australia",0,"None","","","Rotorua District","",0,"passenger car/van","private passenger",1990
10349,"blue","domestic trailer",0,"",1998,9,0,0,"new","Trailer","Light","",2,0,"nz assembled/built","New Zealand",0,"None","","","Marlborough District","",0,"trailer/caravan","other goods",1998
10350,"gold","hatchback",1498,"c11-055",2013,4,1435,0,"used","Nissan","Tiida","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2005
10351,"red","motorcycle",249,"",2005,9,0,0,"new","Suzuki","Gn250","petrol",0,0,"imported built-up","Japan",16,"None","","e","New Plymouth District","",0,"motorcycle","private passenger",2005
10352,"black","motorcycle",249,"",2005,9,0,0,"new","Suzuki","Gn250","petrol",0,0,"imported built-up","Japan",16,"None","","e","Kaipara District","",0,"motorcycle","private passenger",2005
10353,"blue","saloon",1343,"jhmc006",1990,9,0,0,"new","Honda","Civic","petrol",0,5,"unknown","New Zealand",0,"None","","dx","Auckland","",0,"passenger car/van","private passenger",1990
10354,"green","saloon",1587,"ae92901",1989,2,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","gl","Christchurch City","",0,"passenger car/van","private passenger",1989
10355,"green","saloon",1598,"bg1061m",1990,4,0,0,"new","Mazda","323","petrol",0,5,"unknown","Japan",0,"None","","glx","Horowhenua District","",0,"passenger car/van","private passenger",1990
10356,"black","motorcycle",1000,"2012064",1987,6,0,0,"new","Honda","Cbr1000","petrol",0,0,"unknown","Japan",0,"None","","","Christchurch City","",0,"motorcycle","private passenger",1987
10357,"grey","boat trailer",0,"3606",1996,12,0,0,"new","Factory Built","Voyager","",2,0,"nz assembled/built","New Zealand",0,"None","","","Auckland","",0,"trailer/caravan","other goods",1996
10358,"silver","hatchback",1800,"pa95-52",1990,10,0,0,"re-reg","Isuzu","117","petrol",0,5,"imported built-up","Japan",0,"New Zealand","","coupe","Tauranga City","",0,"passenger car/van","private passenger",1977
10359,"white","saloon",2972,"ecsh411",1991,4,0,0,"new","Mitsubishi","V3000 Executive","petrol",0,5,"unknown","Japan",0,"None","","","Waimakariri District","",0,"passenger car/van","private passenger",1991
10360,"green","sports car",1600,"e1205-0",2008,1,0,0,"scratch","Lvvta","Macgregor Eleven","petrol",2,2,"imported built-up","New Zealand",0,"None","","","Auckland","",0,"passenger car/van","private passenger",2008
10361,"red","motorcycle",244,"",2006,12,0,0,"new","Vespa","Gts","petrol",0,0,"imported built-up","Italy",16,"None","","250ie","Wellington City","",0,"motorcycle","private passenger",2006
10362,"yellow","saloon",1231,"jhmfa10",1984,10,0,0,"new","Honda","City","petrol",0,5,"unknown","Not Known",0,"None","","","Waitaki District","",0,"passenger car/van","private passenger",1984
10363,"blue","saloon",5048,"812699n",1970,4,0,0,"new","Holden","Premier","petrol",0,5,"unknown","Not Known",0,"None","","","Timaru District","",0,"passenger car/van","private passenger",1970
10364,"white","saloon",1159,"hbd7581",1967,11,0,0,"new","Vauxhall","Viva","petrol",0,5,"unknown","Not Known",0,"None","","","Hurunui District","",0,"passenger car/van","private passenger",1967
10365,"black","motorcycle",350,"52g3ls1",1982,9,0,0,"new","Motorcycle","Matchless","petrol",0,0,"unknown","Not Known",0,"None","","","Tasman District","",0,"motorcycle","private passenger",1952
10366,"white","motorcycle",797,"6476148",1987,2,0,0,"re-reg","Bmw","R80","petrol",2,0,"imported built-up","Germany",0,"New Zealand","","rt","New Plymouth District","",0,"motorcycle","private passenger",1986
10367,"grey","station wagon",2261,"",2009,7,2265,0,"new","Ford","Mondeo","petrol",2,5,"imported built-up","Belgium",118,"None","","wag 2.3 auto","Hastings District","6-gear auto",0,"passenger car/van","private passenger",2009
10368,"red","hatchback",1298,"",2008,12,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch3 4a","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2008
10369,"green","hatchback",1372,"",2011,7,0,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",70,"None","","ltd 1.4 5dr","Ashburton District","5-gear manual",0,"passenger car/van","private passenger",2011
10370,"black","station wagon",2261,"",2009,9,2265,0,"new","Ford","Mondeo","petrol",2,5,"imported built-up","Belgium",118,"None","","wag 2.3 auto","Invercargill City","6-gear auto",0,"passenger car/van","private passenger",2009
10371,"white","heavy van",2399,"",2009,3,3490,0,"new","Ford","Transit","diesel",2,3,"imported built-up","United Kingdom",103,"None","","transit lwb hiroof m","Auckland","6-gear manual",0,"goods van/truck/utility","private passenger",2009
10372,"orange","mobile machine",4329,"ryu4f00",2008,9,7000,0,"new","Hitachi","Lx70-7","diesel",0,0,"imported built-up","Japan",0,"None","","","Dunedin City","",0,"mobile machine","other",2008
10373,"blue","hatchback",1999,"",2006,10,1910,0,"new","Ford","Mondeo","petrol",2,5,"imported built-up","Belgium",105,"None","","zetec 2.0 aut","Matamata-piako District","4-gear auto",0,"passenger car/van","private passenger",2006
10374,"blue","domestic trailer",0,"bryan",1996,2,0,0,"new","Factory Built","Trailer","",2,0,"nz assembled/built","New Zealand",0,"None","","","Waimakariri District","",0,"trailer/caravan","other goods",1996
10375,"brown","saloon",1998,"st17190",1991,4,0,0,"new","Toyota","Corona","petrol",0,5,"unknown","Japan",0,"None","","sed auto","Tauranga City","",0,"passenger car/van","private passenger",1991
10376,"red","motorcycle",1340,"",1994,2,0,0,"new","Harley Davidson","Flhtcu","petrol",0,0,"unknown","United States",0,"None","","","Selwyn District","",0,"motorcycle","private passenger",1994
10377,"silver","saloon",1990,"hu14-01",2002,3,0,0,"used","Nissan","Bluebird","petrol",0,5,"imported built-up","Japan",0,"Japan","","sss","Matamata-piako District","",0,"passenger car/van","private passenger",1996
