"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
6134,"silver","station wagon",1497,"wfy11-4",2011,9,1445,0,"used","Nissan","Wingroad","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Porirua City","",0,"passenger car/van","private passenger",2005
6135,"black","hatchback",1780,"wvwzzz1",2011,2,1605,0,"used","Volkswagen","Golf","petrol",2,5,"imported built-up","Germany",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2004
6136,"silver","hatchback",1998,"",2009,6,1960,0,"new","Nissan","Qashqai","petrol",2,5,"imported built-up","Japan",102,"None","","2.0 st at","Auckland","continuously variable",0,"passenger car/van","private passenger",2009
6137,"gold","saloon",2496,"",2009,6,2020,0,"new","Nissan","Maxima","petrol",2,5,"imported built-up","Thailand",134,"None","","250l","Carterton District","continuously variable",0,"passenger car/van","private passenger",2009
6138,"gold","hatchback",1598,"",2011,1,1555,0,"new","Mini","Cooper","petrol",2,4,"imported built-up","United Kingdom",90,"None","","hatch 6a 2dr 1.6l","Central Otago District","6-gear auto",0,"passenger car/van","private passenger",2011
6139,"white","station wagon",2393,"",2011,3,2100,0,"new","Suzuki","Grand Vitara","petrol",2,5,"imported built-up","Japan",122,"None","","wjlxa3 2.4 5dr ltd","Lower Hutt City","4-gear auto",0,"passenger car/van","private passenger",2011
6140,"grey","station wagon",1990,"wbauf32",2011,2,1635,0,"used","Bmw","118i","petrol",2,5,"imported built-up","Germany",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2005
6141,"blue","hatchback",1297,"m201g-0",2008,11,1215,0,"used","Daihatsu","Yrv","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
6142,"white","light van",2351,"",2011,6,2505,0,"new","Mitsubishi","L300","petrol",0,3,"imported built-up","Japan",99,"None","","2.4p lwb 5 door","Christchurch City","5-gear manual",0,"goods van/truck/utility","private passenger",2011
6143,"white","hatchback",1490,"",2011,2,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxa 1.5 5dr","Auckland","4-gear auto",0,"passenger car/van","private passenger",2011
6144,"black","station wagon",2199,"",2012,2,2620,0,"new","Hyundai","Santa Fe","diesel",2,7,"imported built-up","South Korea",145,"None","","2.2r crdi elitea6 7s","Auckland","6-gear auto",0,"passenger car/van","private passenger",2012
6145,"white","utility",2982,"",2009,8,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd dc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2009
6146,"silver","domestic trailer",0,"1256288",2012,8,1000,0,"new","Briford","8x5","",2,0,"nz assembled/built","New Zealand",0,"None","","","Central Otago District","",0,"trailer/caravan","other goods",2012
6147,"grey","station wagon",3470,"",2012,8,2830,0,"new","Kia","Carnival","petrol",0,8,"imported built-up","South Korea",202,"None","","3.5 v6 auto","Auckland","6-gear auto",0,"passenger car/van","private passenger",2012
6148,"white","light van",1780,"sk82vn-",2008,7,2255,0,"used","Nissan","Vanette","petrol",2,3,"imported built-up","Japan",0,"Japan","","","Whangarei District","",0,"goods van/truck/utility","private passenger",2003
6149,"black","station wagon",1780,"wauzzz8",2009,5,1525,0,"used","Audi","A3","petrol",2,5,"imported built-up","Germany",0,"Japan","","1.8","Auckland","",0,"passenger car/van","private passenger",2001
6150,"white","hatchback",1240,"ak12-32",2012,4,1225,0,"used","Nissan","March","petrol",2,2,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2006
6151,"silver","utility",2488,"",2011,9,2805,0,"new","Nissan","Navara","diesel",2,5,"imported built-up","Thailand",102,"None","","d/c 2.5d 2wd rx at","Waitaki District","5-gear auto",0,"goods van/truck/utility","private passenger",2011
6152,"blue","utility",3199,"",2012,7,3200,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",147,"None","","3.2td xlt dc w/s 4x4","New Plymouth District","6-gear manual",0,"goods van/truck/utility","private passenger",2012
6153,"blue","utility",3199,"",2012,7,3200,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",147,"None","","3.2td xlt dc w/s 4x4","Tasman District","6-gear manual",0,"goods van/truck/utility","private passenger",2012
6154,"black","station wagon",1990,"crew-14",2012,6,1855,0,"used","Mazda","Premacy","petrol",2,7,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2006
6155,"grey","station wagon",2260,"gy3w-50",2012,4,1725,0,"used","Mazda","Atenza","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Hamilton City","",0,"passenger car/van","private passenger",2006
6156,"silver","utility",2982,"",2010,12,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 4a","Christchurch City","4-gear auto",0,"goods van/truck/utility","private passenger",2010
6157,"grey","station wagon",3456,"",2012,7,2720,0,"new","Toyota","Highlander","petrol",2,7,"imported built-up","Japan",201,"None","","3.5p ltd 4wd wgn5 5a","Whangarei District","5-gear auto",0,"passenger car/van","private passenger",2012
6158,"silver","utility",3196,"",2012,3,3200,0,"new","Mazda","Bt-50","diesel",2,5,"imported built-up","Thailand",147,"None","","2wd gsx d/c w/s 6mt","Napier City","6-gear manual",0,"goods van/truck/utility","private passenger",2012
6159,"white","saloon",1797,"",2011,8,1740,0,"new","Hyundai","Lantra","petrol",2,5,"imported built-up","South Korea",110,"None","","1.8","Whangarei District","6-gear auto",0,"passenger car/van","private passenger",2011
6160,"blue","saloon",1797,"",2011,9,1740,0,"new","Hyundai","Lantra","petrol",2,5,"imported built-up","South Korea",110,"None","","1.8","Hauraki District","6-gear auto",0,"passenger car/van","private passenger",2011
6161,"silver","hatchback",1499,"",2011,1,1490,0,"new","Mitsubishi","Colt","petrol",0,5,"imported built-up","Japan",78,"None","","1.5p ls 5dr","South Taranaki District","continuously variable",0,"passenger car/van","private passenger",2011
6162,"grey","station wagon",1998,"",2011,3,2070,0,"new","Mitsubishi","Outlander","petrol",0,7,"imported built-up","Japan",111,"None","","2.0 2wd ls","Auckland","continuously variable",0,"passenger car/van","private passenger",2011
6163,"red","station wagon",1998,"",2011,8,1995,0,"new","Hyundai","Ix35","petrol",2,5,"imported built-up","South Korea",122,"None","","2.0 2wd a6","Wellington City","6-gear auto",0,"passenger car/van","private passenger",2011
6164,"blue","utility",3196,"",2012,2,3200,0,"new","Mazda","Bt-50","diesel",2,5,"imported built-up","Thailand",147,"None","","4wd ltd d/c w/s 6at","Auckland","6-gear auto",0,"goods van/truck/utility","private passenger",2012
6165,"red","hatchback",1490,"zc21s-1",2010,8,1305,0,"used","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Tasman District","",0,"passenger car/van","private passenger",2004
6166,"black","utility",1968,"",2012,9,3040,0,"new","Volkswagen","Amarok","diesel",0,5,"imported built-up","Other",120,"None","","dc 4m 400","Christchurch City","6-gear manual",0,"goods van/truck/utility","private passenger",2012
6167,"silver","station wagon",1298,"ncp20-0",2012,5,1315,0,"used","Toyota","Funcargo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2005
6168,"blue","utility",2999,"",2010,11,2800,0,"new","Holden","Colorado","diesel",2,5,"imported built-up","Thailand",120,"None","","4x2 lt crw pu dsl mt","Whangarei District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
6169,"red","hatchback",1490,"",2010,11,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxa 1.5 5dr","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2010
6170,"blue","utility",2982,"",2010,10,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 5m","Waitaki District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
6171,"grey","hatchback",1490,"bk5p-20",2012,9,1515,0,"used","Mazda","Axela","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2005
6172,"black","station wagon",1795,"zze137-",2011,9,1565,0,"used","Toyota","Voltz","petrol",2,5,"imported built-up","Japan",0,"Japan","","z","New Plymouth District","",0,"passenger car/van","private passenger",2002
6173,"silver","hatchback",1490,"c11-005",2011,10,1375,0,"used","Nissan","Tiida","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Lower Hutt City","",0,"passenger car/van","private passenger",2004
6174,"silver","saloon",2457,"",2010,9,0,0,"new","Subaru","Legacy","petrol",2,5,"imported built-up","Japan",123,"None","","2.5i sport cvt sed","Whangarei District","continuously variable",0,"passenger car/van","private passenger",2010
6175,"silver","saloon",1990,"sxe10-0",2011,7,1655,0,"used","Toyota","Altezza","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Hamilton City","",0,"passenger car/van","private passenger",2002
6176,"blue","station wagon",2362,"acr30-0",2010,11,2035,0,"used","Toyota","Estima","petrol",0,7,"imported built-up","Japan",0,"Japan","","","Palmerston North City","",0,"passenger car/van","private passenger",2001
6177,"silver","station wagon",1298,"ncp20-0",2010,8,1285,0,"used","Toyota","Funcargo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Waimakariri District","",0,"passenger car/van","private passenger",2000
6178,"black","station wagon",1990,"rd4-100",2010,8,1695,0,"used","Honda","Crv","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2001
6179,"silver","station wagon",1998,"",2008,10,1884,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",108,"None","","wagon glx 2.0 5 auto","New Plymouth District","5-gear auto",0,"passenger car/van","private passenger",2008
6180,"red","station wagon",1490,"nze121-",2009,11,1565,0,"used","Toyota","Corolla","petrol",0,7,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
6181,"blue","station wagon",2489,"",2009,2,1914,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","wagon gsx 2.5 5at","Auckland","5-gear auto",0,"passenger car/van","private passenger",2009
6182,"white","saloon",1998,"",2012,3,0,0,"new","Holden","Cruze","diesel",2,5,"imported built-up","Australia",120,"None","","cd sdn 2.0td at","Lower Hutt City","6-gear auto",0,"passenger car/van","private passenger",2012
6183,"silver","station wagon",2457,"",2010,9,0,0,"new","Subaru","Outback","petrol",2,5,"imported built-up","Japan",123,"None","","25i cvt","Hamilton City","continuously variable",0,"passenger car/van","private passenger",2010
6184,"silver","saloon",1990,"be5-121",2011,9,1765,0,"used","Subaru","Legacy","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2002
6185,"grey","hatchback",1598,"",2010,9,1570,0,"new","Holden","Barina","petrol",2,5,"imported built-up","South Korea",77,"None","","5dr hatch auto","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
6186,"grey","station wagon",3470,"",2011,11,2830,0,"new","Kia","Carnival","petrol",0,8,"imported built-up","South Korea",202,"None","","3.5 v6 auto","Central Hawke's Bay District","6-gear auto",0,"passenger car/van","private passenger",2011
6187,"silver","hatchback",1995,"",2010,8,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfb 2.0 5dr","Wellington City","6-gear manual",0,"passenger car/van","private passenger",2010
6188,"grey","station wagon",2199,"",2011,11,2510,0,"new","Kia","Sorento","diesel",0,7,"imported built-up","South Korea",145,"None","","2.2 diesel 2wd auto","Auckland","6-gear auto",0,"passenger car/van","private passenger",2011
6189,"blue","hatchback",1980,"wauzzz8",2012,3,1665,0,"used","Audi","A3","petrol",2,5,"imported built-up","Germany",0,"Japan","","","Lower Hutt City","",0,"passenger car/van","private passenger",2004
6190,"blue","saloon",1980,"gxe10-0",2010,3,1585,0,"used","Toyota","Altezza","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
6191,"black","station wagon",1790,"zze137-",2011,5,1545,0,"used","Toyota","Voltz","petrol",0,5,"imported built-up","Japan",0,"Japan","","","South Taranaki District","",0,"passenger car/van","private passenger",2002
6192,"grey","station wagon",2260,"gg3s-40",2011,9,1705,0,"used","Mazda","Atenza","petrol",2,5,"imported built-up","Japan",0,"Japan","","","South Taranaki District","",0,"passenger car/van","private passenger",2006
6193,"silver","station wagon",1830,"cs5w-00",2010,10,1525,0,"used","Mitsubishi","Lancer","petrol",2,5,"imported built-up","Japan",0,"Japan","","cedia","Waimakariri District","",0,"passenger car/van","private passenger",2001
6194,"blue","hatchback",1990,"bkep-10",2010,9,1535,0,"used","Mazda","Axela","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Lower Hutt City","",0,"passenger car/van","private passenger",2004
6195,"black","station wagon",2997,"",2012,4,0,0,"new","Holden","Captiva","petrol",2,7,"imported built-up","South Korea",190,"None","","7 lx awd v6 at","New Plymouth District","6-gear auto",0,"passenger car/van","private passenger",2012
6196,"blue","saloon",1998,"tg10-10",2009,10,1495,0,"used","Nissan","Bluebird","petrol",0,5,"imported built-up","Japan",0,"Japan","","sylphy","Hamilton City","",0,"passenger car/van","private passenger",2002
6197,"grey","saloon",2393,"",2011,3,2000,0,"new","Suzuki","Kizashi","petrol",2,5,"imported built-up","Japan",131,"None","","glxc 2.4 4dr","Auckland","continuously variable",0,"passenger car/van","private passenger",2011
6198,"black","station wagon",2354,"",2011,2,2270,0,"new","Honda","Odyssey","petrol",2,7,"imported built-up","Japan",133,"None","","s","Auckland","5-gear auto",0,"passenger car/van","private passenger",2011
6199,"black","station wagon",1998,"",2011,8,1995,0,"new","Hyundai","Ix35","petrol",2,5,"imported built-up","South Korea",122,"None","","2.0 2wd a6","Auckland","6-gear auto",0,"passenger car/van","private passenger",2011
6200,"white","self propelled caravan",2200,"wf0yxxt",2012,9,3500,0,"new","Ford","Transit","diesel",2,4,"imported built-up","United Kingdom",0,"None","","tribute 720","Tauranga City","",0,"motor caravan","private passenger",2012
6201,"brown","hatchback",1998,"",2011,4,1960,0,"new","Nissan","Qashqai","petrol",2,5,"imported built-up","United Kingdom",102,"None","","2.0 ti at","Upper Hutt City","continuously variable",0,"passenger car/van","private passenger",2011
6202,"silver","station wagon",2967,"wauzzz4",2012,9,3125,0,"used","Audi","Q7","diesel",0,7,"imported built-up","Germany",0,"United Kingdom","","","Auckland","",0,"passenger car/van","private passenger",2011
6203,"black","hatchback",1599,"",2008,11,1510,0,"new","Hyundai","Getz","petrol",2,5,"imported built-up","South Korea",78,"None","","1.6 5d a4","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
6204,"blue","utility",2477,"",2011,5,2920,0,"new","Mitsubishi","Triton","diesel",0,5,"imported built-up","Thailand",133,"None","","4wd 2.5d dcab c gl m","Southland District","5-gear manual",0,"goods van/truck/utility","private passenger",2011
6205,"silver","hatchback",1587,"7a454ae",1995,3,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","h/b man","Ashburton District","",0,"passenger car/van","private passenger",1994
